x,y,r,g,b
39,25,226,215,209
157,28,244,188,223
78,20,223,136,191
59,10,184,188,171
202,37,216,204,208
122,27,223,195,194
25,33,194,185,188
85,1,183,189,185
53,13,201,184,177
26,27,228,151,141
221,28,255,218,207
182,2,209,203,207
14,5,182,160,162
160,17,223,229,255
266,9,197,181,182
17,6,179,173,173
294,8,155,139,140
271,1,156,144,156
122,33,239,227,231
124,26,206,175,170
81,3,217,191,200
27,4,183,163,165
7,8,142,79,90
195,13,255,221,226
256,8,222,171,186
241,38,185,176,179
67,25,187,209,171
284,33,180,171,174
187,0,191,190,195
255,0,163,154,159
298,34,167,152,157
115,13,227,169,145
230,1,184,179,176
216,5,221,209,211
266,36,181,172,175
47,17,248,210,221
227,30,232,190,174
185,14,238,172,173
36,15,237,208,210
273,17,224,187,158
58,27,236,232,229
203,29,241,230,226
239,20,194,169,164
175,39,211,199,203
9,35,163,154,157
196,32,238,226,230
204,25,202,79,110
261,29,211,216,220
53,26,232,221,229
160,19,231,219,255
57,8,214,211,202
11,27,179,107,121
270,32,201,192,195
96,38,207,195,199
186,10,238,230,219
19,23,245,202,211
283,5,173,162,166
241,14,198,179,175
8,33,174,165,168
193,26,251,166,185
225,21,241,234,242
119,1,208,197,195
84,1,183,188,184
149,18,234,172,177
193,25,255,171,195
148,32,238,226,230
140,12,255,179,199
45,9,219,204,211
228,35,228,200,196
158,40,204,192,196
241,23,186,164,167
162,15,150,179,183
82,6,226,209,217
104,10,188,172,199
185,13,248,197,193
108,29,247,235,237
25,39,158,149,152
178,19,164,141,195
62,7,191,195,180
6,19,226,165,180
88,35,222,210,214
179,18,193,190,221
173,24,195,223,235
168,15,158,215,242
297,33,172,157,162
92,35,225,213,217
162,28,147,190,197
41,3,184,174,175
247,35,203,194,197
184,2,212,202,210
211,36,214,207,214
62,16,244,229,236
275,10,212,183,175
208,34,226,217,222
169,20,244,226,252
112,30,244,229,236
205,35,226,214,218
194,13,250,216,217
194,26,255,196,216
1,6,167,153,152
154,9,223,168,191
246,29,234,218,219
237,24,233,203,193
33,21,244,213,210
247,31,221,207,207
89,40,190,178,182
199,35,228,216,220
78,2,197,192,196
68,36,209,200,203
292,4,164,156,154
204,40,194,182,186
158,22,251,222,240
48,14,245,213,216
188,2,213,202,208
15,12,169,70,90
295,28,186,167,169
53,17,226,220,198
74,2,197,186,194
163,21,141,187,203
0,32,173,164,167
212,36,214,208,212
299,4,151,143,141
252,34,203,194,197
19,27,202,201,180
197,17,208,74,101
188,31,225,234,233
209,16,250,217,210
204,16,207,151,150
23,5,180,165,162
44,14,227,208,214
79,35,218,209,212
130,8,211,168,162
93,36,221,209,213
282,29,194,200,186
142,34,236,224,228
150,4,221,220,215
74,30,238,226,230
5,18,200,116,140
161,37,222,210,214
157,15,225,207,229
148,18,218,149,152
108,30,245,233,233
193,29,226,232,222
264,37,176,167,170
95,20,232,214,240
141,15,251,219,220
53,28,231,218,227
110,9,243,231,231
214,30,230,217,200
58,32,219,210,213
259,4,187,178,183
184,21,255,172,175
166,19,240,228,248
216,19,228,238,227
224,11,241,225,226
147,23,234,229,233
186,19,238,92,103
281,10,187,190,171
249,12,226,194,195
191,7,234,225,230
292,22,111,85,86
20,35,175,166,169
167,11,226,223,252
113,12,252,210,198
152,22,255,217,232
268,18,228,191,162
243,31,226,212,212
245,31,223,209,209
205,20,216,115,133
292,26,113,87,88
248,23,124,102,105
243,5,202,196,196
219,4,215,203,207
188,18,220,95,109
246,39,175,166,169
97,24,196,181,202
75,1,189,182,190
29,1,157,152,149
222,6,225,210,215
245,37,192,183,186
85,2,192,198,194
227,29,249,211,198
14,33,181,172,175
155,24,201,149,171
119,7,248,221,214
45,40,163,154,157
93,25,242,203,230
265,19,223,134,140
97,5,224,212,216
192,22,223,236,218
13,26,174,96,109
63,31,229,220,215
148,14,229,164,168
24,4,177,163,163
113,40,200,188,192
168,17,246,225,240
183,0,187,192,195
158,5,235,219,229
258,19,187,124,133
84,21,245,220,239
170,34,237,225,229
155,17,208,137,181
258,38,173,164,167
153,27,243,195,221
135,29,242,231,229
105,16,209,196,206
18,37,163,154,157
101,6,227,214,223
238,28,231,215,216
18,20,217,127,162
78,4,214,197,203
250,11,232,202,204
4,39,140,131,134
290,22,205,177,176
298,12,190,180,179
182,38,213,201,205
48,32,215,206,209
121,40,202,190,194
74,39,190,181,184
15,9,212,104,130
17,39,150,141,144
40,32,209,200,203
159,37,229,208,215
13,18,218,198,200
287,2,152,141,145
158,26,253,214,235
141,14,255,219,223
69,7,190,209,181
151,39,215,200,205
164,34,239,227,231
248,24,122,102,104
103,40,198,186,190
272,38,163,154,157
0,17,206,179,186
149,24,228,236,239
39,32,209,200,203
223,30,225,196,166
288,37,164,152,156
167,40,204,192,196
28,27,229,156,150
86,32,234,222,226
271,19,220,155,123
256,13,188,73,76
152,2,223,203,205
293,28,98,77,76
134,32,240,228,232
25,8,180,151,143
187,21,217,77,88
179,31,250,222,221
218,21,244,228,238
139,2,208,210,205
87,33,231,219,223
62,28,212,219,201
125,30,241,226,233
15,7,219,148,164
51,37,190,181,184
96,3,213,201,205
59,16,184,182,169
79,32,230,221,224
160,9,255,217,218
91,8,216,171,191
112,9,246,222,220
222,16,247,229,225
279,23,211,166,143
208,3,217,200,208
24,19,201,167,155
156,6,228,211,221
62,18,241,237,234
158,32,213,181,192
170,7,240,225,228
39,34,196,187,190
263,5,189,181,179
162,8,250,220,222
171,16,132,192,192
64,8,149,173,149
108,13,239,226,236
96,6,232,220,222
142,3,236,209,214
213,33,232,214,210
235,14,189,170,172
290,13,203,170,177
33,15,222,192,192
63,36,204,195,198
197,32,238,226,230
299,40,126,117,120
12,17,198,209,203
40,26,226,217,212
261,10,236,193,202
10,4,164,152,152
175,11,249,218,223
211,38,196,195,203
142,5,248,213,219
47,24,189,159,167
46,27,200,175,181
145,40,206,191,196
123,10,241,228,237
84,17,203,136,187
80,24,216,205,203
214,39,192,189,196
180,40,200,188,192
237,28,227,211,212
298,17,200,188,190
148,33,238,226,230
260,32,206,197,200
27,16,234,148,133
276,33,191,182,185
296,35,164,149,154
193,35,228,216,220
192,13,214,190,188
57,10,219,217,204
175,2,211,207,208
25,19,220,183,174
211,8,196,196,186
22,18,195,158,140
237,22,248,218,210
120,19,205,165,153
180,18,216,220,232
211,13,179,193,167
81,19,246,190,229
251,37,187,178,181
177,16,182,146,210
42,8,218,203,206
45,15,233,213,222
103,26,238,224,239
2,11,176,113,122
169,24,187,197,222
55,5,204,194,193
107,8,237,224,234
202,5,233,210,216
179,11,235,224,241
130,7,237,210,203
192,37,219,207,211
214,2,206,191,198
88,30,242,217,221
146,36,227,216,220
148,3,216,216,208
248,31,221,207,207
260,20,232,211,206
103,0,195,184,182
165,24,151,198,216
132,18,217,182,162
164,37,226,214,218
17,16,157,66,71
73,30,237,226,230
65,27,179,189,162
299,38,141,130,134
227,31,212,169,152
223,2,201,189,191
130,26,221,194,187
207,7,232,222,221
92,22,224,169,208
172,12,239,235,249
159,35,243,216,225
158,8,224,170,196
283,7,179,173,173
39,31,209,205,196
132,30,236,237,229
244,5,201,195,195
30,35,184,175,178
77,20,232,156,202
164,12,219,220,240
154,11,234,155,186
203,0,184,185,187
140,29,255,219,231
89,8,235,194,212
141,34,236,224,228
200,28,225,204,203
178,36,227,215,219
200,4,229,208,215
252,0,166,155,161
124,30,243,228,235
279,7,189,180,181
184,6,239,219,221
261,25,235,178,185
264,3,180,173,165
273,6,187,178,181
54,28,233,217,228
34,27,193,173,166
225,16,246,227,229
228,38,200,186,183
112,39,207,195,199
126,1,214,194,187
236,16,232,217,222
219,16,248,229,223
92,32,237,225,229
298,37,151,139,143
233,33,227,206,205
294,13,143,121,124
168,39,211,199,203
127,33,239,227,231
199,14,192,94,117
56,22,218,231,211
253,9,226,204,206
266,38,168,159,162
219,2,203,191,195
199,21,231,164,171
61,16,234,224,225
241,24,172,152,154
205,15,192,103,123
277,10,214,194,183
146,23,241,228,235
104,20,198,183,202
108,39,205,193,197
162,4,221,220,215
206,33,235,223,227
2,32,175,166,169
112,31,243,227,237
244,25,235,215,217
139,17,226,104,119
2,5,158,150,147
16,38,155,146,149
143,11,252,207,214
289,15,222,185,193
171,3,217,213,210
52,29,227,218,219
60,37,195,186,189
24,20,196,169,162
151,30,252,223,241
163,23,122,181,195
39,5,198,184,184
45,1,170,164,168
244,26,229,210,212
282,7,181,175,175
211,18,188,191,172
257,18,191,87,112
111,37,219,207,211
238,36,198,197,195
133,0,215,183,196
125,12,252,222,220
150,5,230,227,222
108,26,220,206,221
109,19,209,195,212
115,37,221,209,213
52,12,187,166,163
240,9,219,216,211
243,17,224,195,200
166,22,232,227,255
65,14,243,227,230
124,11,248,227,232
256,33,204,195,198
98,34,230,218,222
262,0,157,151,139
69,13,223,228,205
118,24,255,220,210
274,22,250,191,151
119,38,213,201,205
98,20,187,172,191
10,29,215,169,180
243,30,230,214,215
109,31,237,226,224
182,36,227,215,219
252,33,208,199,202
214,22,202,229,210
40,25,228,217,213
54,4,201,191,192
214,13,222,226,211
266,26,238,175,183
200,14,194,94,118
73,7,219,216,201
215,9,232,227,221
81,32,231,219,223
69,36,209,200,203
186,16,255,137,150
130,25,216,187,179
119,14,213,166,150
271,24,222,160,137
287,38,150,141,144
52,13,188,167,164
182,30,250,226,224
96,25,190,175,194
270,1,157,145,155
75,7,226,204,206
229,8,231,217,217
52,40,168,159,162
0,27,222,165,174
23,28,206,175,157
171,12,225,226,246
38,5,199,183,183
95,10,250,226,242
221,18,247,228,230
180,11,244,233,241
103,1,203,192,190
165,15,140,188,210
30,30,193,212,206
197,12,255,211,216
100,35,226,214,218
75,8,237,212,215
191,4,230,209,216
0,29,200,167,174
25,15,208,173,153
60,2,187,182,176
150,2,222,208,207
14,10,170,66,89
40,20,231,216,213
176,36,227,215,219
68,12,220,230,206
87,38,203,191,195
216,31,213,170,154
84,4,206,208,207
82,4,217,200,206
151,4,220,221,216
32,26,179,154,149
165,7,242,227,230
30,33,197,188,191
200,6,239,216,222
212,35,224,214,215
52,34,208,199,202
57,17,185,191,165
33,22,242,213,209
102,16,231,218,228
118,12,224,169,148
131,33,239,227,231
148,11,213,125,139
202,4,228,207,214
37,6,203,185,183
200,39,201,189,193
21,30,199,195,194
42,22,222,204,204
221,32,214,176,155
127,27,255,230,229
77,5,224,203,210
163,37,225,213,217
271,23,247,192,162
134,15,249,229,205
157,11,229,170,202
120,27,255,227,226
271,9,212,186,187
48,13,244,214,216
90,33,232,220,224
145,16,255,171,176
210,15,201,218,186
231,12,241,222,224
44,35,197,188,191
267,38,167,158,161
195,7,230,225,222
6,33,175,166,169
160,32,223,211,215
233,35,215,199,199
200,3,221,204,210
150,32,241,224,230
241,25,178,158,160
126,27,250,222,221
255,38,176,167,170
113,18,251,213,202
229,39,185,177,174
123,30,245,230,237
254,37,185,176,179
83,23,235,231,232
61,31,234,220,220
145,0,186,208,195
34,31,214,195,188
279,34,182,173,176
101,5,224,211,218
50,22,217,193,207
52,0,170,159,165
33,16,202,168,166
125,38,215,203,207
260,17,235,204,209
132,9,225,188,179
42,34,200,191,194
201,1,193,193,195
227,9,236,222,222
188,9,237,232,229
1,0,139,108,116
28,39,160,151,154
256,4,189,178,192
117,8,217,172,153
265,14,201,162,157
187,1,200,195,201
5,26,143,67,79
146,29,240,231,234
99,26,233,219,234
27,8,178,144,143
30,15,218,195,205
119,22,254,212,198
127,23,255,227,215
235,7,221,209,209
144,33,236,227,230
15,25,184,93,108
148,31,238,232,236
220,33,229,194,175
80,32,230,218,222
56,9,220,216,207
160,27,221,226,248
261,15,255,184,188
267,17,246,190,175
207,21,255,169,184
13,6,195,155,163
173,20,170,186,212
131,9,209,165,156
48,1,172,159,168
289,25,216,186,186
214,12,222,224,210
191,23,253,164,168
134,5,232,227,221
67,3,197,189,186
218,19,242,230,230
5,3,139,144,138
205,34,230,218,222
195,9,232,237,230
210,14,203,219,190
117,21,244,202,188
254,1,170,161,166
96,20,224,209,228
76,38,198,189,192
114,38,213,201,205
169,1,210,194,195
255,25,216,196,198
163,10,251,221,233
252,19,247,220,225
67,29,224,221,212
281,15,181,198,153
28,40,150,141,144
32,21,243,212,209
144,29,248,227,234
235,8,230,216,216
108,12,245,232,242
30,2,169,159,157
288,9,181,156,160
98,8,241,229,233
106,25,237,222,241
188,39,207,195,199
105,1,202,191,189
139,24,228,158,169
209,33,233,223,224
218,12,240,230,231
211,26,187,196,175
206,34,230,218,222
108,33,235,223,227
214,11,219,221,208
250,15,159,112,118
251,35,199,190,193
199,19,209,75,102
30,5,198,169,174
208,33,232,222,223
46,11,227,212,219
212,22,162,188,163
170,32,240,228,232
171,32,240,228,232
162,23,144,186,208
118,22,255,216,202
122,31,242,226,236
65,6,187,205,183
285,17,146,171,142
257,27,241,142,163
145,23,245,225,234
179,1,196,203,196
117,2,226,203,195
174,18,195,201,233
228,3,204,196,194
121,26,233,202,197
208,10,224,233,212
52,7,211,195,196
175,25,240,221,241
232,6,217,207,206
99,7,234,221,228
4,35,161,152,155
89,19,239,153,200
168,27,185,185,211
171,10,249,225,241
75,18,255,213,235
2,34,163,154,157
236,17,240,225,228
175,10,255,219,224
259,3,179,174,178
173,17,158,200,216
195,12,251,225,224
187,4,230,209,216
39,8,179,160,162
92,25,223,174,204
121,33,239,227,231
133,27,244,220,216
213,6,222,214,212
37,18,236,215,210
133,4,223,219,216
88,19,255,178,224
101,0,195,183,183
26,32,200,191,194
62,35,208,199,202
9,19,191,209,197
193,13,230,202,201
20,29,195,195,187
67,1,196,173,181
32,37,176,167,170
226,4,210,202,200
245,1,181,166,173
141,25,245,227,225
297,38,142,131,135
212,25,162,181,159
151,25,242,229,239
8,2,141,135,135
156,0,205,182,188
185,38,213,201,205
145,24,241,229,239
57,30,239,212,231
66,8,146,171,142
206,26,251,149,173
182,7,238,219,221
159,33,234,204,214
262,29,227,200,215
105,20,191,176,195
112,38,213,201,205
102,8,203,189,206
166,27,178,203,225
76,14,255,196,240
75,39,191,182,185
199,3,221,204,210
55,14,232,224,213
82,38,200,188,192
5,23,200,118,130
7,32,181,172,175
38,9,194,174,175
280,19,223,203,178
4,5,163,152,150
71,22,178,193,164
164,16,128,191,183
112,21,255,216,202
164,24,111,179,190
38,29,214,207,199
269,22,213,191,152
63,7,185,192,176
106,14,194,178,205
175,37,221,209,213
78,28,241,211,221
13,28,208,168,176
108,5,226,214,218
84,23,234,229,233
118,18,240,202,191
195,26,255,204,225
45,34,202,193,196
95,28,230,211,213
20,0,144,135,136
80,17,202,122,181
187,27,255,225,224
138,5,240,220,221
66,20,233,228,224
224,21,236,229,237
97,29,240,228,230
73,39,189,180,183
134,2,219,207,211
117,19,241,201,189
0,10,200,166,165
168,23,234,214,249
109,6,232,220,224
179,14,222,181,211
259,0,153,153,151
56,28,236,218,230
98,17,212,198,211
86,26,235,231,232
250,10,231,207,207
50,6,213,194,198
6,2,134,139,135
227,34,233,198,192
85,5,211,212,214
37,0,163,149,146
56,0,173,164,165
97,7,237,225,227
264,38,169,160,163
11,22,221,194,187
2,23,187,131,134
135,33,239,227,231
48,37,189,180,183
175,8,254,220,219
104,22,219,204,227
204,1,192,190,193
43,6,202,190,194
281,32,188,179,182
214,4,215,203,207
72,13,202,199,184
36,10,215,191,191
182,31,255,235,232
10,32,181,172,175
195,14,255,208,218
222,19,244,229,236
2,0,133,112,117
71,1,193,173,185
143,39,213,201,205
60,23,166,196,162
79,30,238,218,219
291,31,78,52,51
6,8,157,85,99
183,5,242,217,223
93,38,207,195,199
278,12,210,192,168
184,17,243,143,141
120,37,221,209,213
32,27,189,164,159
242,27,205,186,188
122,18,246,208,197
230,40,176,171,168
95,22,239,216,245
31,5,198,169,174
5,9,158,65,86
81,8,237,209,223
176,14,214,176,225
277,9,202,187,180
246,36,198,189,192
206,5,230,209,214
175,17,216,214,251
226,13,246,227,229
245,18,237,210,215
60,0,172,167,161
194,10,232,240,229
190,6,235,220,225
244,7,209,205,202
260,12,246,175,181
225,7,226,214,214
296,31,187,171,172
156,37,225,204,211
198,38,211,199,203
143,13,240,233,227
25,24,222,168,156
262,18,253,179,194
221,27,255,221,219
80,13,233,198,220
118,17,235,197,188
276,39,155,146,149
86,4,208,208,208
257,5,197,181,194
144,17,254,133,138
65,36,207,198,201
250,22,223,198,202
208,12,229,244,215
196,5,232,211,216
113,27,244,216,215
139,20,239,133,147
118,2,221,202,195
210,29,238,230,219
64,28,202,205,184
63,22,216,247,213
38,25,226,215,209
24,5,187,169,167
79,38,199,190,193
81,4,222,196,205
142,24,234,230,221
279,5,176,167,170
116,2,224,204,197
111,19,242,228,245
30,23,225,218,208
3,35,159,150,153
29,28,226,181,176
87,24,251,224,239
253,38,177,168,171
223,35,235,203,188
107,10,238,224,239
74,28,241,229,231
160,13,230,228,229
184,3,223,206,214
283,24,162,177,154
180,13,243,210,227
72,21,194,197,178
179,12,238,219,239
108,7,235,222,229
209,38,198,198,208
47,36,194,185,188
235,5,211,201,200
156,32,198,168,178
236,10,239,223,224
158,39,213,198,203
169,25,161,178,198
252,4,192,183,186
153,22,248,201,221
167,24,214,209,241
150,35,236,219,225
94,35,226,214,218
179,10,222,214,229
175,34,237,225,229
120,1,200,198,203
226,8,233,219,219
2,35,158,149,152
100,14,195,180,199
299,34,166,151,156
159,18,246,220,255
252,37,186,177,180
204,33,235,223,227
239,25,205,176,168
58,23,175,198,172
227,17,241,225,226
201,0,184,188,189
12,14,203,204,190
167,17,248,227,242
238,25,207,178,170
194,8,220,227,220
30,13,230,202,214
243,14,230,206,204
124,27,222,194,193
227,35,230,201,195
90,32,235,223,227
11,32,182,173,176
174,21,209,195,231
103,34,230,218,222
167,28,214,208,236
238,21,225,196,188
187,25,255,196,199
89,15,217,161,190
153,16,255,188,224
127,32,240,228,232
34,7,197,176,173
31,32,203,194,197
169,10,244,229,252
128,3,217,211,211
249,13,170,131,134
91,5,236,204,217
119,17,217,179,170
221,11,242,225,235
286,2,153,142,146
133,11,244,204,192
289,10,173,146,151
158,20,251,221,247
40,1,167,157,156
289,13,217,182,189
135,2,214,210,209
239,28,233,217,220
189,24,239,143,147
71,7,210,220,196
36,32,207,198,201
12,1,142,138,137
58,11,194,197,180
226,10,239,223,224
174,2,212,206,208
207,18,238,63,104
276,2,161,152,155
201,32,238,226,230
199,10,247,223,223
12,19,205,208,201
80,31,255,212,235
